Ratio1,Ratio2,Ratio3,Ratio4,Ratio5,Ratio6,Ratio7,Ratio8,Ratio9,Ratio10,Ratio11,Ratio12,Ratio13,Ratio14,Ratio15,Ratio16,Ratio17,Ratio18,Ratio19,Ratio20,Ratio21,Ratio22,Ratio23,Ratio24,Ratio25,Ratio26,IssuerRating
0.021995985,0.320873,1.870561847,0.138309084,0.328103037,45.08876621,3.163575977,1.57020523,18.4702,0.078130646,0.447410375,2.280171619,7.9504,0.020712093,0.294549,2.78837954,0.2183435,0.348627053,33.57592656,2.778891387,1.551200643,30.084875,0.084536231,0.426937632,2.316765112,9.1241,BBB-
0.029659857,0.134128,-0.95885536,0.022060234,0.12971211,72.91130167,50.08689419,1.55238603,-63.7645,-0.049739195,1.068551096,2.479425011,-14.7476,-0.000539053,0.01622825,1.058258688,0.018949266,0.119218011,5.380247627,8.252310744,1.360858777,-59.155,0.072585016,1.036593936,3.173546268,-18.0015,BB+
-0.002361915,0.009041,10.14623691,0.054251332,0.196271272,8.318130955,1.330900953,1.339955617,-82.336,0.008052962,1.56745978,2.1771549,3.2308,0.005441184,0.03299975,4.40334709,0.102363686,0.182907334,26.89493922,20.69335978,1.312994298,-60.39995,0.022618557,1.410744067,2.094377321,6.8596,BBB+
0.02929013,0.229086,2.238097968,0.014222709,0.498092298,23.25565484,22.55707609,2.059619581,-3.8574,0.099922966,0.69755169,3.559665554,25.5736,0.024851919,0.21095775,2.66798921,0.01411547,0.500512636,20.26613335,20.03698055,1.91870798,5.785,0.072078505,0.664544754,3.678423483,18.4671,BB-
0.013049319,0.482641,5.64719408,0.020739439,0.617092506,11.93878353,8.24572635,1.348844162,58.5591,-0.631266414,0.218651256,5.572678362,-72.2408,0.014822035,0.5189265,4.619097391,0.031166204,0.596039715,13.13522843,6.728428534,1.721197578,42.285525,-0.184374866,0.226095592,4.686357818,-20.9563,BB-
0.011091254,0.156655,6.754807825,0.005222589,0.653759826,9.249253029,25.78505287,1.099035096,31.5129,0.591711431,0.56198906,4.895343725,206.1468,0.014967742,0.1781805,5.782702269,0.002664111,0.666559317,8.467439618,5420.038324,1.428420575,193.9882,0.152642858,0.599292707,6.991296342,54.13,B
0.003341568,0.248931,7.570229624,0.003318797,0.516816768,6.71166054,35.58797303,2.158117636,299.2037,0.181665514,0.245211915,2.402190426,10.8472,0.000220365,0.22912475,10.50472105,0.003528854,0.542970555,5.788109723,29.36407497,1.948452113,172.9715,-0.144256304,0.239904056,2.517747773,-9.1166,BB-
0.0438217,0.175959,2.227808147,0.150305772,0.477602674,35.71341439,2.680596288,2.077079796,16.2982,0.101917113,1.09360965,4.654406666,48.0088,0.038090987,0.16233325,2.332256302,0.15629953,0.431345148,32.56450149,2.543934326,2.067835131,18.922275,0.066637177,1.047719116,4.079679572,28.6965,BB
0.025434392,0.424452,0.902672386,0.293328932,0.241694235,72.15684,1.911522209,1.437202018,17.3968,0.231910804,0.319280177,2.572008146,18.8552,0.020698162,0.371260333,0.958293357,0.26830625,0.234616028,63.47988368,1.819769338,1.514448521,-3.8357,0.131962861,0.312589323,2.564645896,10.1812,AA
0.020332886,0.100814,3.595050719,0.019764124,0.402844614,36.34993804,13.1171871,2.946513213,12.9377,0.040146372,1.035940967,2.411653208,11.2132,0.026342633,0.1166,2.883026955,0.022064703,0.398186594,47.2337793,15.14224771,2.872543321,21.87765,0.051260796,1.110481675,2.388699083,14.1427,BB
0.012806426,0.319661,6.149703319,0.003516343,0.474102982,12.8365829,44.63629964,1.155589124,19.1747,0.080078125,0.232788997,5.935012368,11.372,0.011149106,0.2744005,8.583585732,0.015239588,0.52204647,12.93524668,17.80640402,1.161926306,4.10795,0.086426462,0.24208359,8.728628996,17.16066667,BB-
0.008132915,0.041855,10.65545724,0.052114598,0.425816196,6.434751304,1.549730681,1.49178744,-75.2509,0.018665158,0.821656791,4.534773446,8.3288,0.015455435,0.116047,5.519221711,0.028659128,0.43856968,16.70264792,8.851007016,1.623183262,-2.3344,0.029242314,0.756022078,4.558750385,13.08426667,BB+
0.012619617,0.349646,7.506871892,0.017046796,0.633283493,6.964807759,7.678652321,1.046123863,8.6206,-0.063572149,0.23708134,16.20155039,-13.7864,0.011260775,0.33327575,8.153811865,0.015666851,0.618572567,6.336863374,9.406177044,1.043045269,1.43525,-0.033105538,0.226504683,14.30601101,-2.2917,B
0.046736996,0.187152,0.817688767,0.149705656,0.32306035,65.79170064,4.723755834,1.942706244,14.8954,0.107593772,1.220716564,2.48843788,33.0636,0.023617405,0.134296,3.773938655,0.055229093,0.337834649,40.73428424,7.129500222,2.564727547,-14.028775,0.039485222,0.88781405,2.435269282,14.4725,BBB
0.031282563,0.162416,1.225452255,0.002091296,0.301037687,71.45753437,290.7582433,1.497127872,5.4527,-0.005393328,1.127040639,3.341845618,-1.992,0.030690654,0.14940875,0.797493564,0.001741044,0.235434522,93.27402829,495.1101053,1.731560138,5.465875,0.036629518,1.270577691,2.744585398,12.097,BBB
0.026181354,0.278066,-2.44802963,0.041662606,0.195592917,95.51066981,15.52746562,3.388339822,10.3757,0.200821046,0.455042794,1.817366151,16.7552,0.026746672,0.27688,-2.337110623,0.038741605,0.200347283,94.10823621,19.29922644,3.389784498,2.1712,0.180214918,0.462408004,1.832926734,15.3083,AA-
0.02499208,0.35765,3.097742993,0.020316302,0.578689852,18.93066238,15.26544431,1.002968827,3.184,-0.091189675,0.501812806,4.623359011,-21.498,0.023171814,0.334609,3.277560079,0.017928442,0.567453557,16.85423679,24.59338516,1.076864587,6.40125,-0.045831771,0.483014972,4.596802521,-9.1401,BB
0.052432252,0.358056,2.328127248,0.087464163,0.627519489,33.81875313,4.204238062,1.71289163,-7.3764,0.189140628,0.644456644,16.29539141,231.9196,0.041594089,0.3044925,2.797599637,0.079424097,0.632689405,27.63898809,3.679514711,1.868347377,-1.930725,0.106184202,0.608046362,16.01121395,109.7517,BB
0.018161926,0.096124,3.090726803,0.025672372,0.357986871,26.10525474,11.80952,1.207766011,133.9622,0.027906977,1.129102845,2.867001255,9.3448,0.020498524,0.092945,2.814228456,0.014612648,0.350635264,29.09755453,64.33978218,1.368439135,83.86835,0.034220591,1.146167617,2.976582094,13.0893,BBB-
0.033714934,0.16258,1.450666832,0.328412172,0.294086374,63.89575316,1.576876844,0.675423234,7.6672,0.101097238,0.936752379,3.323262662,35.3672,0.034925002,0.165795,1.412549195,0.339755954,0.294613168,60.95158095,1.606697866,0.685163928,-2.260375,0.096082286,0.97060007,3.436967001,34.5875,A+
0.010207396,0.045674,3.718055103,0.040180836,0.28265941,13.54025013,5.30313898,1.220380869,-13.0963,0.022213687,1.318701133,3.532944076,14.24,0.009801682,0.04672375,4.066607557,0.075037007,0.298900709,13.35611227,3.044511209,1.181986703,-18.002575,0.014458477,1.291790456,3.712649241,8.9409,BB
0.012276221,0.106394,7.272919573,0.33860066,0.594193554,79.46473053,0.336228306,1.762597373,65.4845,0.065008749,0.635818078,7.985193162,33.5912,0.011130383,0.11615975,6.612264819,0.323166085,0.583190599,88.01888889,0.423182208,1.780087846,132.23255,0.057900851,0.684216869,7.983452698,32.1999,BBB
0.020726916,0.048156,3.802286255,0.142181911,0.384479371,25.92377681,1.840052442,0.917390501,-24.1482,0.019093303,2.088801572,2.643126055,16.4812,0.022185807,0.04996125,3.717997962,0.111600038,0.373464409,27.76102909,2.681972305,0.987693018,7.2981,0.022856839,2.126610971,2.605641498,18.5093,BBB
0.029873082,0.42063,1.987617563,0.159833897,0.346773397,19.03767316,2.509423296,0.729308932,18.3494,0.215096917,0.330665085,2.561401606,25.0048,0.026258956,0.3898275,2.422052223,0.131068885,0.35494198,19.8616874,2.730540681,0.735231747,13.374,0.459772885,0.318033696,2.614845548,44.705,A
0.012229431,0.442799,5.084351805,0.132159242,0.387954298,16.44998285,1.473682674,0.395291202,6.129,0.110363392,0.170637883,3.427194018,6.4748,0.015819025,0.4754505,4.289202646,0.109723691,0.379545681,18.99379938,2.483962022,0.541683401,6.124225,0.147061087,0.187187933,3.366124283,9.4102,A
0.005843328,0.13468,7.321428026,0.207849434,0.360789127,23.5040985,0.595292346,2.194355138,-4.0919,0.058609462,0.331458742,3.877591212,8.16,0.008905795,0.161099,6.976997598,0.22209821,0.369568381,33.66079275,0.663203128,2.149825266,18.42685,0.060004744,0.333875449,4.338143723,9.3356,AA-
0.029917543,0.393356,1.689621584,0.023915982,0.294792018,36.99269127,22.03477697,1.199462125,13.4288,0.158025458,0.394936088,2.927930354,18.4704,0.027249708,0.370618,1.863285446,0.052761435,0.295395054,33.69954697,12.07405225,1.03893902,1.510475,0.147225131,0.389657093,2.965522516,17.2866,BBB+
0.006591008,0.303521,7.592440571,0.001569683,0.41950346,16.236897,67.65151387,1.683666813,141.7642,0.767904366,0.146769678,2.373993696,27.6936,0.005779837,0.2642835,8.487822489,0.002499599,0.409539488,15.74278565,50.31649854,1.683113108,82.634275,0.120173461,0.145372968,2.406783549,5.849,B
0.009345,0.533615,5.809820329,0.01133502,0.438841277,14.41332175,14.88064264,1.328960314,27.0649,0.107864951,0.138714994,1.878353607,2.6828,0.007596243,0.518228,6.371802454,0.003074771,0.45618863,13.6465647,83.65081951,1.503832915,43.2815,0.068932491,0.13604775,1.939179468,1.741,BBB
0.015173281,0.187628,3.517323926,0.01077231,0.381307236,20.91944368,19.89061858,2.403549546,-1.3016,0.069072165,0.43544622,2.505736783,7.4296,0.018213111,0.1868715,2.808634688,0.085085925,0.382493701,24.50699283,13.67479061,2.06961798,14.5204,0.079900039,0.493220116,2.587117395,10.2393,BB+
0.028997002,0.207429,2.759501166,0.193931468,0.434689125,41.39445512,1.717640268,0.76187439,0.8171,0.107418694,0.698055252,3.897612751,30.5892,0.032744114,0.2181675,2.533000531,0.241834009,0.43167081,45.22688727,1.556325473,0.735760322,1.123925,0.105892897,0.718247969,3.90932783,30.1177,BBB+
0.001856656,0.295681,1.32141342,0.125971143,0.2437261,37.47367621,3.706847427,3.221299318,-6.9562,-0.017761308,0.384905753,1.920492113,-1.4984,-0.016982407,0.1949285,1.244413334,0.0997602,0.241072344,34.05479822,5.311729745,3.674517556,-28.5555,-0.346298989,0.36875651,1.873760669,-22.661,BB+
0.007377569,0.360204,4.78026461,0.00949546,0.337370893,985.998416,20.72150787,3.530483431,-34.8315,0.551875304,0.184287742,1.766881443,23.4076,0.011484918,0.3885865,3.541264464,0.098319023,0.314208029,766.8743851,12.59728461,2.680206613,-5.670225,0.243136533,0.209434772,1.781964165,10.3864,B+
0.050087284,0.090979,0.413501417,0.449447701,0.287852233,39.61502462,1.815275196,1.780492488,216.1986,0.070020051,2.581368944,2.125417224,40.3824,0.054782671,0.095089,1.062611205,0.11620016,0.321452611,37.7690092,869.5680016,2.138838786,114.9526,0.064806683,2.779439681,2.46810884,46.129,BB-
0.010838678,0.476715,6.871181838,0.186493185,0.502313875,17.41557526,0.774808202,0.411597558,10.8264,0.138642019,0.15225569,4.29537925,9.7016,0.014492452,0.50254975,5.747107651,0.160681015,0.498287658,22.46529805,1.113040545,0.475584475,18.408425,0.173449475,0.172609447,4.271594293,13.9615,BBB+
-0.004373272,0.334169,9.315217533,0.009811962,0.559196861,8.858759244,10.93155781,0.924112971,-88.4598,-3.331929151,0.179488444,4.739984883,-209.1608,0.000462642,0.44520225,6.899713392,0.010375298,0.410347203,13.73475593,15.17822833,1.393179937,-62.5725,-3.562112454,0.145653064,3.200294069,-145.873,BB-
0.01321164,0.12293,1.860797035,0.29618661,0.303719577,170.5346425,1.123390187,1.132006214,44.8286,0.034986999,0.822074074,5.379251459,15.1512,0.009117793,0.0881105,2.465949724,0.29566822,0.280897189,122.4078676,0.875994649,1.214390515,62.578375,0.035215021,0.832457467,5.101663321,14.4742,BBB-
0.053602423,0.304648,1.100976732,0.140673981,0.347411769,251.1445205,5.115583025,1.248030303,-10.882,0.227387716,0.82064459,9.782919927,167.0336,0.040471216,0.25628175,1.488878967,0.225561934,0.366067199,199.2102101,2.735548101,1.166600048,-4.22255,0.126005514,0.772824043,8.117100968,99.5893,AA-
0.062229437,0.344473,1.623530302,0.244917348,0.51780795,57.71989588,2.23894088,1.465210356,-20.7143,0.171162569,0.824281779,3.974970669,61.7376,0.036861411,0.22580375,5.766750289,0.154813812,0.462593141,35.05317459,2.545553894,1.544294782,-18.4767,0.020377611,0.650427565,4.447879684,31.2637,BBB+
0.005385981,0.146571,14.91555771,0.014979141,0.469073829,4.584672654,4.17280854,0.844170196,-51.9918,-0.247552115,0.200036169,2.922476983,-12.4424,0.006313392,0.15659625,14.3158115,0.026588987,0.45963279,5.180523726,3.003074159,0.926662152,-40.443625,-0.030931012,0.208541451,3.043785288,8.9718,B+
0.008913947,0.074177,1.908038074,0.020755562,0.210942422,29.58109758,9.150987022,1.299114382,-34.0249,-0.045952881,0.540128512,2.201053799,-5.0644,0.027434232,0.2518875,0.679362925,0.064649696,0.223469653,88.23600822,9.884173189,1.700507389,1.913375,0.097454588,0.513696758,2.127949964,10.6188,A+
0.019703079,0.144726,1.755484396,0.177991581,0.304802053,54.07392178,2.46620927,1.882403805,25.4295,0.001189532,0.924486804,3.04889634,1.5144,0.015654658,0.127252,1.482216335,0.077817935,0.258119788,50.34741786,8.643302334,2.69601441,21.5675,0.01674881,0.893426991,2.689674057,4.8235,BBB-
0.048252395,0.400274,-1.354701488,0.44982689,0.128299372,232.5312182,3.844750131,3.662630743,19.0721,0.098398728,0.554345699,1.392122034,7.5992,0.037995585,0.37403275,-1.66684967,0.343802419,0.128420406,190.914364,9.583072713,4.345521773,27.455975,0.207698091,0.489252737,1.40995056,14.1578,A-
0.015933834,0.346482,5.538397599,0.075529412,0.477008758,18.04120023,2.114399985,1.073412105,15.8232,0.028165047,0.219861368,3.173239177,6.3172,0.016317298,0.35439,4.258793087,0.072916427,0.522830672,14.67401844,2.08193293,1.589595972,5.47565,0.021161924,0.223006146,4.119001601,5.1236,A-
0.025150124,0.461737,0.527873702,0.075803517,0.465983751,34.67162458,3.716798155,4.215647293,15.5146,0.247266945,0.28433769,2.794669299,20.0212,0.023379146,0.4266515,1.174495678,0.076751869,0.477274532,31.41205761,3.367476072,3.868409133,14.5147,0.246751053,0.288834655,2.896386676,21.0167,A
0.018338328,0.424738,4.337326219,0.064403408,0.468081042,18.84461201,3.410688193,0.842565598,13.1966,0.172420596,0.242075478,3.774968451,16.0996,0.012924521,0.36828525,5.984250542,0.066573681,0.478864218,14.89860298,2.53281675,0.826317702,17.8947,0.125995337,0.216215484,3.889728809,10.9321,BBB+
0.009916908,0.635979,5.782894749,0.03523949,0.433316117,14.16308458,4.883533604,0.159366249,-1.5796,0.237944049,0.117253512,1.89499188,5.5076,0.010068568,0.64664775,5.416320912,0.009831248,0.41695287,16.33012783,120.8280457,0.564374746,-10.8296,0.351813421,0.115049121,1.888938399,8.005,A-
0.026829555,0.171897,1.415637238,0.117693466,0.327569599,47.16662683,4.138936176,0.60189501,-21.8233,0.064486738,0.928274404,4.745261984,28.5904,0.023285172,0.15543425,1.579339101,0.095628982,0.310046274,43.95447988,4.75207149,0.603365753,-17.99205,0.050386469,0.897107633,4.766126935,22.3686,BB-
0.012690932,0.079361,5.582769703,0.020404978,0.529531958,12.81116579,8.261225296,2.771484313,4.4392,0.012187392,1.124774953,4.180990688,5.7112,0.014855348,0.0861465,4.828293405,0.017733528,0.505470482,14.18151213,11.45516021,2.620023597,6.7829,0.018096054,1.151886171,3.99916837,8.1999,BB-
0.009672388,0.231111,3.893224039,0.141848648,0.439958899,12.20054586,1.259744199,1.171467579,17.4142,-0.067673793,0.340172387,3.012997584,-6.9788,0.00842452,0.210148,4.452287359,0.118616447,0.447531358,11.3362976,0.829914764,1.291165412,12.66255,-0.026246422,0.340412148,3.053548904,-2.6524,BB-
0.013436437,0.503289,3.393249381,0.140003196,0.343150159,20.3999808,2.095888438,0.51897019,33.8192,0.112938596,0.200065811,2.461060872,5.5568,0.0142597,0.53126525,3.417327096,0.157782199,0.351543738,19.90907208,1.884425818,0.505172823,11.15595,0.120645783,0.19449411,2.472886399,5.8573,BBB+
0.059907401,0.144327,1.582903213,0.019956069,0.502879034,50.0492638,28.36515653,1.356618234,16.372,0.070114395,1.972314273,6.736700443,84.4492,0.06754496,0.152763,1.230144865,0.126200425,0.453662439,59.29044978,10.54345386,1.192611398,11.7046,0.078683037,2.045593108,5.555326112,84.4249,A
0.027089849,0.219633,2.751066163,0.051111111,0.342321021,30.08504796,6.830904609,1.509085665,-11.7354,0.10313762,0.544163638,3.968136844,21.4884,0.029444704,0.2231865,2.347377366,0.051910609,0.315046165,33.88939308,41.40253597,1.543486446,-7.129825,0.203672577,0.579654022,3.56415755,17.6706,BBB
-0.014022787,0.315789,8.45E+00,1.53E-01,0.425503944,3.787150283,0.662599327,0.866306144,-54.2554,-0.632802938,0.136388298,3.259778246,-26.4736,-0.02386111,0.28494825,12.57805408,0.041204731,0.370529049,-14.70720812,48.50577257,1.036546488,-62.767475,-0.556616337,0.173852749,2.959822764,-27.2947,BBB
0.007804345,0.059113,6.158885474,0.063242741,0.48103594,10.66661244,2.509791163,1.477217698,8.169,0.008004926,1.291643883,3.684432234,-1.7812,0.018212253,0.065285,4.401671869,0.070987367,0.48196632,19.20986474,3.488903582,1.419887124,-1.662025,0.023578201,1.81539075,3.764517928,15.6444,BB
0.040548658,0.380979,0.986008192,0.011613229,0.396575891,61.4882386,57.47813609,3.328781513,242.487,0.13832853,0.694833801,2.333099743,23.3996,0.03883556,0.392808,1.15056279,0.009429607,0.475228594,51.15785057,56.10863746,4.11299705,194.588225,0.162762039,0.631360768,2.777493426,28.827,BB+
0.012586448,0.094671,7.874752065,0.172076358,0.463145398,652.5226086,0.667343164,6.439368393,24.8612,0.072268948,0.561785867,2.329581818,9.6616,0.020339768,0.11981125,5.372042023,0.158070997,0.47431304,587.1337136,1.179554687,6.767457042,22.884525,0.083496516,0.69275996,2.446897248,14.9098,BB
0.015986547,0.033969,7.772890422,0.634280881,0.578857739,17.83978149,0.200139014,1.038301434,4.6694,0.016256322,2.163228814,4.953028626,18.1916,0.016742182,0.03295025,7.567755115,0.644661574,0.585378043,18.68577243,0.205248128,1.052586382,2.494475,0.016983716,2.344966922,4.844442674,19.7636,BB
0.016793881,0.366591,5.262701266,0.09588778,0.475376781,14.96113255,1.810865051,0.824122641,30.9077,0.105979411,0.225167403,3.017968591,8.8728,0.016340578,0.35546325,4.82967126,0.079312512,0.499511721,15.58759242,2.022282724,1.269181673,14.42055,0.044117076,0.222760266,3.607302742,6.3593,A-
0.012701582,0.101396,4.427690652,0.019979999,0.420014525,22.7364599,11.07766004,2.349047665,68.3945,0.023426285,0.91682613,2.483897899,5.3716,0.013531146,0.10454675,4.587467644,0.015779908,0.402608489,24.59494479,16.20161325,2.577643854,45.26705,0.01849816,0.871402395,2.378525384,3.7971,BB
