Ratio1,Ratio2,Ratio3,Ratio4,Ratio5,Ratio6,Ratio7,Ratio8,Ratio9,Ratio10,Ratio11,Ratio12,Ratio13,Ratio14,Ratio15,Ratio16,Ratio17,Ratio18,Ratio19,Ratio20,Ratio21,Ratio22,Ratio23,Ratio24,Ratio25,Ratio26,IssuerRating
0.037151703,0.083864,0.740994235,0.007278669,0.263824117,55.51343481,83.83661584,0.904182328,-52.4538,0.048342316,1.919661402,-5.198003667,22.3732,0.023544472,0.10941075,0.640496889,0.205563526,0.235269746,119.6345905,22.830116,1.081002858,-19.7076,0.043300712,1.208357605,1.557744007,17.2196,BBB
0.027945581,0.234706,2.020953363,0.001432182,0.414700224,20.54953893,230.0257472,2.176055836,51.3165,0.082123873,0.582082593,3.102663857,17.78,0.027416268,0.220948,2.44676456,0.001606727,0.394485197,19.16818398,213.0272063,1.773597469,24.813125,0.08334421,0.609010056,3.072885586,18.0256,BB+
0.029313565,0.151409,3.083723056,0.249682349,0.464383239,301.4109928,1.041555628,5.005975115,35.7334,0.094941519,0.797618385,2.467629361,19.6448,0.019027817,0.1216375,5.611570899,0.1619782,0.468646608,135.7608094,1.035853049,6.985761219,41.883175,0.079057813,0.633163931,2.452793574,12.6755,BB
0.002105875,0.058627,9.957361922,0.095950873,0.378403892,6.739695671,0.983995568,0.734865471,-23.6025,-0.028122021,0.609396558,1.955274741,-1.1232,0.005565375,0.10374925,8.071994821,0.127532525,0.395477027,9.706318871,1.07799389,0.622831506,3.5091,0.032758855,0.528290944,1.918336455,6.0087,BB
0.020568039,0.096763,1.950238644,0.259119497,0.230665076,47.34229189,1.864070824,0.966374657,4.3478,0.050397581,1.151423321,2.661889642,17.4968,0.019108656,0.08846475,2.136959784,0.227694195,0.233353968,44.62712596,2.105272924,1.027122892,2.496525,0.041581646,1.179485432,2.784791729,13.7118,A-
0.009181811,0.803148,0.890120077,0.003210295,0.19954134,38.72105704,155.6586493,5.117760141,-32.0672,0.012924412,0.124152495,1.656488521,4.2844,0.009224274,0.787256,1.093020463,0.09914826,0.226361114,37.39645317,41.48044106,3.161023238,-23.881975,-0.044766642,0.124677801,1.736267475,2.4335,BBB
0.017938149,0.127669,0.603663853,0.09825275,0.124740516,123.8931611,12.46376782,1.130351479,-8.0158,0.041118751,1.196509481,2.00181838,9.9744,0.016356641,0.1053155,0.604238836,0.143365108,0.112342985,109.7746164,8.933024855,1.128482569,-9.065675,0.028245035,1.259352399,1.969924214,7.1117,AA
0.031947312,0.205835,2.2042584,0.001829109,0.37619188,41.94583514,221.7137,1.569789675,-0.2571,0.101856764,0.741177627,2.132704403,17.4224,0.029958608,0.19571325,2.439719826,0.021915736,0.37734987,41.14324814,114.8192374,1.394568813,-1.065233333,0.090148062,0.743954818,2.130955419,15.4286,BBB+
0.008755993,0.038163,2.823053454,0.17358124,0.181857179,28.24627378,1.828895424,1.506102044,7.317,0.022618094,1.512793338,2.310113669,7.916,0.010574354,0.0408125,2.593808431,0.137499981,0.179453649,33.70412484,4.137660493,1.55776602,0.949825,0.022005878,1.580149498,2.287656797,7.9927,A
-0.026400854,0.044857,1.925813056,0.092629572,0.16173069,23.39237224,2.394208617,1.307594986,-72.7016,-0.107938171,0.79960198,2.115317389,-17.37,0.001852415,0.08873375,1.0965913,0.143912695,0.141880182,48.41162836,3.640398941,1.223813576,-46.077875,0.005244577,0.856903677,2.046384564,0.9223,AA-
-0.001015653,0.026008,3.766071354,0.092410714,0.13382722,9.688846933,2.106271072,2.762273033,-78.6275,-0.071343355,1.001553352,1.818359587,-12.878,-0.01290617,-0.02035075,2.861379863,0.07092561,0.167244649,-6.663724681,-2.026998555,3.24607484,-84.4214,-0.069018952,0.971481986,1.86998035,-12.4344,B+
0.014989948,0.623021,4.499426841,0.217971306,0.347259855,28.86663967,0.999999065,0.233695652,12.7604,0.336690647,0.121492876,1.625372922,10.5264,0.014497631,0.59918125,4.485559489,0.193217667,0.340451569,28.25021908,1.16502245,0.31319314,1.412425,0.324278496,0.12239833,1.618204455,10.0372,BBB+
0.034993719,0.298158,1.627236689,0.03214993,0.393282019,72.12979874,15.63939262,2.285052124,12.0792,0.13585058,0.663219894,2.173672646,20.0796,0.028687891,0.2779395,1.834667623,0.032652866,0.39771958,52.82378371,13.94049279,2.151609614,18.5092,0.127709859,0.651791112,2.225326751,15.9988,BBB+
0.005896615,0.105338,0.874615093,0.637907135,0.453624467,5.970344503,0.091329147,1.297718798,-59.2639,0.003187568,0.250887061,4.541816078,-0.302,0.004911306,0.09727425,0.874853299,0.608093045,0.434394828,13.34849071,0.085654121,1.41405717,-37.06876667,0.041376344,0.231331767,4.439303434,3.9627,BBB
0.027814171,0.076886,1.766383607,0.073501567,0.316415665,56.87571903,6.600273475,0.696122915,4.9022,0.028449317,1.996499657,3.261535012,18.7876,0.024270843,0.067314,2.06130824,0.142820204,0.31204529,51.63174686,3.730445297,0.639275418,-1.49675,0.026948653,1.97176375,3.266723652,17.3966,BBB+
0.020682346,0.736671,5.751125445,0.054812711,0.733669761,16.18846754,3.090709065,0.299084649,3.6705,0.373370173,0.168719955,5.780085677,40.3464,0.020715823,0.73991,5.604803897,0.042461844,0.717840609,15.68125144,26.42434904,0.427909057,1.599925,0.297887125,0.167611276,5.246320418,30.2746,A
0.047535761,0.20507,0.996895676,0.435151706,0.264892665,93.72758047,1.803104646,0.628601975,16.5032,0.096680089,1.013513232,3.367243918,35.0828,0.039538371,0.1751045,1.093379343,0.408257028,0.267002143,70.46525196,1.658734153,0.698402235,3.659425,0.107467773,1.01390111,3.296922894,38.0585,A+
0.028462395,0.180257,2.765880853,0.008544726,0.595484179,18.3272208,31.49991075,1.919916435,66.8874,0.145922747,0.889171569,16.50656168,296.7272,0.013922196,0.112875,6.464700154,0.009083971,0.615842507,11.2240243,18.0393446,1.667809169,13.593625,0.027248445,0.863837523,33.74813327,17.7048,BB-
0.008991849,0.078052,7.564729146,0.350286198,0.552600823,55.05879906,0.28858444,1.673518697,4.2703,0.035356905,0.715687493,9.648783531,25.2152,0.007837431,0.068613,8.973159925,0.360611156,0.553289697,52.2633167,0.255704935,1.670081912,5.7332,0.039145741,0.74975844,10.52840556,31.2716,BBB-
0.076787577,0.230985,-0.00648567,0.170294331,0.181380616,300.89646,12.41818807,1.069591186,15.0324,0.127961292,1.660601846,2.16323495,46.6108,0.068923095,0.22498325,0.099649482,0.089956904,0.193297766,252.520624,403.0246497,1.16058789,20.774425,0.124390396,1.563684936,2.131664562,41.5299,A-
0.097108292,0.176924,1.012320623,0.021828814,0.543245066,75.06384592,36.49893425,1.296277571,8.2263,0.095061904,2.446354359,12.93162634,284.4064,0.078587566,0.1643375,1.267460274,0.030581508,0.529260683,63.37800938,25.97326005,1.275363701,10.7059,0.085737161,2.18021397,10.5267685,186.7695,A
0.018807456,0.140732,3.301044713,0.001600952,0.511925704,18.5825616,135.3033475,2.481303089,3.2564,2.50E-05,0.787954049,3.654137158,0.0068,0.01906355,0.144084,2.861397301,0.005269314,0.502695601,16.1375005,93.54766923,2.895974557,15.584275,0.037561077,0.755462667,3.373039164,9.5348,BB
0.022036327,0.229121,2.20236216,0.030558553,0.395242258,52.75103946,12.08890213,2.102125452,21.4984,0.083162969,0.637262144,2.250375696,12.2936,0.028235604,0.27798675,1.344166273,0.033760052,0.406977684,217.3347274,12.68510513,3.773467435,19.753125,0.105623241,0.628979955,2.194317098,15.3625,BBB+
0.067251278,0.564801,0.479693074,0.000749178,0.316352837,97.32065509,1257.223973,2.593567673,20.9249,0.356058383,0.527562673,2.00179123,39.352,0.068208435,0.53802025,0.201227041,0.001976325,0.250192615,380.5541865,1331.149624,2.727783059,17.2689,0.338584643,0.566114468,1.844224699,34.5904,A-
0.027830049,0.184111,2.747823081,0.040533607,0.386055264,38.110977,8.683513747,1.369724771,-1.1528,0.054750403,0.738041002,2.131067961,9.5788,0.030202543,0.1982555,2.444110393,0.04292993,0.377276568,41.44212309,9.243075051,1.333944794,4.086566667,0.099910145,0.754779837,2.149851165,17.4489,BBB+
0.033293788,0.117878,0.945966121,0.11317166,0.212333089,51.96152915,5.676469571,1.159861325,-12.7825,0.075473344,1.157179998,14.0835407,119.4132,0.034358743,0.131277,0.840465747,0.041742094,0.200249124,61.76864638,10.14349604,1.198992321,2.938225,0.078561686,1.173814106,12.41084745,106.4784,A-
-0.008543411,0.287463,5.480899185,3.45E-05,0.412617526,12.75965988,4980.095251,1.360745917,-39.8437,-0.213978824,0.246770136,2.340989259,-10.6904,-0.005384594,0.288315,4.831532304,0.000874885,0.400595373,15.24151872,2256.167857,1.411175168,-47.091625,-0.356259453,0.271956963,2.293250358,-20.8784,BBB-
0.014973567,0.09537,4.440979564,0.030484935,0.318710129,18.79941269,7.236777761,1.659918969,-28.5109,0.022092285,0.737249678,5.167108773,8.4292,-0.011284834,-0.01995375,3.668475842,0.028170803,0.286422057,-6.346464745,-3.382338138,2.172593507,-21.32465,-0.258707421,0.706381641,3.977037378,-69.0048,BB-
0.027379171,0.102878,1.673868212,0.00502909,0.29759075,42.31715067,104.5482546,1.208656812,11.5481,0.038512001,1.520908531,2.693621058,15.5252,0.030407373,0.10652525,1.542088942,0.005143428,0.276988131,51.89870036,119.2852692,1.199319829,7.07665,0.041457207,1.565492606,2.557361415,17.0754,A-
0.014315208,0.365584,5.631793404,0.116137424,0.570503405,14.23580348,1.514872362,0.364816782,13.5052,0.032469596,0.274548636,2.652534731,6.2736,0.016068916,0.3321015,5.414605966,0.071552526,0.588631037,15.14508913,5.468304731,0.754409464,3.985975,0.042885389,0.330464559,2.85851071,5.782,BB+
0.025003599,0.472059,4.523996461,0.119502746,0.646012513,19.15294851,1.836718285,0.404473933,10.5143,0.17777128,0.300375899,3.237849243,17.4728,0.018477198,0.4246325,5.920839904,0.118979992,0.653320273,12.22947166,1.475428706,0.354020578,3.85555,0.0817556,0.266792162,3.305885545,7.5726,B+
0.007418483,0.29657,4.051710204,0.110128756,0.315106931,19.19717605,2.119991801,0.967767842,7.2942,0.054581772,0.248065092,4.368064689,5.9888,0.010033259,0.30570375,3.872840519,0.112801601,0.315528792,21.63569792,2.338470833,0.934204713,8.586075,0.061948685,0.263643811,4.468705608,7.4104,BBB
0.009527304,0.166934,0.392792843,0.620715543,0.425813487,8.52544488,0.158010794,1.195271884,12826.7454,0.053879898,0.250180806,4.30553055,6.608,0.005190348,0.097088,0.1028886,0.633147209,0.448913063,4.931109856,0.08725809,1.238730822,4288.126633,-0.001256099,0.234727979,4.22973592,0.6345,BBB-
0.007749745,0.105996,3.458792719,0.019977485,0.290582882,25.93946568,11.04497459,2.755018972,-47.1094,0.011515889,0.604903467,1.923998893,2.6168,0.006604653,0.113433,2.631129844,0.01763363,0.291073227,24.31045814,11.2837031,2.75211372,-47.1094,0.021773281,0.621212135,1.931280183,2.6168,BB+
0.055009823,0.16007,1.022380072,0.04497162,0.346128659,61.95436591,17.64396181,1.350451567,-7.026,0.055783911,1.71578258,4.593012494,46.5424,0.022834297,0.105848,2.879536596,0.098364897,0.365942397,31.71979742,6.219511396,1.315822228,-17.418675,0.020195328,1.276797102,4.983176213,14.9734,BBB-
0.021191898,0.172757,4.639435835,0.005918133,0.712211685,18.62681445,34.66657133,1.801444043,2.9702,0.03986711,0.845802599,12.16666667,60.7592,0.021621787,0.179309,4.784796491,0.008160404,0.747299476,17.07381259,26.08920697,1.735388828,19.851,0.044060166,0.829581805,29.81190465,153.8648,BB-
0.006609041,0.269102,7.74223564,0.176754248,0.439586244,12.15960554,0.729160619,0.461001332,-3.0193,-0.044816796,0.210533027,4.565513729,-4.2624,0.011811466,0.289808,6.273906673,0.229387225,0.42988308,15.5614575,0.74785808,0.461599478,3.090575,0.046851805,0.255474296,4.585840654,6.9239,BBB+
0.041585407,0.431272,-0.11415595,0.118603833,0.220715083,204.190178,9.535938633,2.575860088,-3.7702,0.242255599,0.578819192,1.687239093,24.4568,0.037343863,0.4151705,-0.05715329,0.086831235,0.182706269,322.3164867,16.73941506,2.177823071,-4.198275,0.204530556,0.579993338,1.653116286,19.9324,A+
0.013477567,0.231123,2.293026577,0.000706048,0.251167465,11.70798263,534.66454,1.853312303,-2.9056,-0.002881844,0.410238222,2.57763218,-0.3036,0.01370543,0.22698525,2.39178794,0.036218043,0.250805641,21.75219732,333.8583747,1.716752524,-2.336275,-0.024635751,0.420205158,2.556572572,-2.4957,BBB-
0.06006192,0.184004,1.114168113,0.232084486,0.49250774,83.08569189,3.150595034,0.546632124,6.4421,0.069602632,1.957151703,8.282051282,76.7084,0.063075275,0.21852075,0.98992674,0.163417088,0.424364763,84.63349942,5.766856271,0.673642096,1.81235,0.101549383,1.59196167,5.609558078,78.542,BB
0.003972049,0.101923,12.15507993,0.05526104,0.518009072,4.724230418,1.452675563,0.807086198,3.163,-0.064543269,0.407993135,3.846915676,-13.796,0.00782616,0.12608725,10.62004558,0.065962454,0.510359748,13.15288969,1.638663413,0.825292818,-13.79096667,-0.002682421,0.436155772,3.633212449,-0.9866,BBB+
0.009484779,0.213814,2.732262464,0.0629686,0.275369068,14.01169406,4.290062102,0.92919428,-36.0726,-0.000535427,0.347909778,4.185769981,-0.774,0.017492931,0.2609905,1.718451462,0.125803646,0.245575195,363.6724644,4.083485999,0.907570913,-7.652425,0.090224193,0.398327117,3.603799094,12.1844,A-
0.062277012,0.478213,1.288759937,0.06805962,0.426192893,33.80837654,8.823986276,0.896389939,4.5497,0.267938435,0.535228426,11.32183908,134.1472,0.057254855,0.448939,1.440845159,0.040240804,0.413096563,38.51554261,7.578141933,0.867939147,-3.74695,0.28277753,0.523807543,8.813986201,123.2082,BBB+
0.019409016,0.23101,1.920591501,0.341035685,0.261396814,26.74003313,1.185565615,1.595816028,16.7766,0.101659836,0.457504036,2.047911714,9.9408,0.017085551,0.21734075,2.104530853,0.22536266,0.282756865,25.5962172,20.42550515,2.391053169,17.700075,0.093258676,0.431891614,2.114933177,8.6795,BB
0.021524376,0.123912,1.674837639,0.117457697,0.324338072,28.14615746,3.243829813,0.650623601,54.072,0.00300655,0.997296067,15.58973289,3.578,0.018490535,0.10950275,4.902544677,0.111400646,0.322248926,25.88036622,3.227079859,0.690107741,16.169375,0.024209093,1.029730548,12.83308268,31.2558,B
0.030082775,0.281981,2.494212842,0.063587459,0.375151754,24.09298126,5.47784901,1.501903208,13.8461,0.132144801,0.46341348,2.639958377,16.1084,0.028443288,0.27942775,2.548647583,0.055719345,0.362386295,22.78300036,6.226819806,1.454280038,1.316575,0.129638928,0.448346015,2.573884153,14.5357,BBB
0.034091431,0.170798,1.75735371,0.261134484,0.316701126,49.5997392,1.928878747,1.300294034,1.8779,0.102715466,0.933976568,2.421696801,23.652,0.034609146,0.1656275,1.784472249,0.345338615,0.303534923,49.50070327,1.630442723,1.115402492,0.396466667,0.098012756,0.975462645,2.417078117,23.5697,A-
0.069064085,0.491012,1.135876326,0.000309621,0.397080068,43.81124053,2321.995748,0.859847415,5.2583,0.263692112,0.581404641,11.18041237,171.3696,0.066187004,0.4691605,1.262025128,0.036133418,0.410995364,43.17556616,1346.398628,0.813043623,9.927,0.276491054,0.57875696,11.71323873,186.4904,BBB+
0.07317592,0.330493,-1.289349778,0.042870906,0.220804084,196.5331707,33.12356809,7.819767442,101.3661,0.261434978,0.948734312,1.574083375,38.5292,0.06825329,0.3356325,-1.391653924,0.191470639,0.263209654,170.685716,12.66454925,6.23005961,107.541075,0.273651358,0.872328705,1.655494873,41.0129,BBB+
0.026065172,0.24414,2.855139472,0.00176057,0.402122669,21.42643705,189.1686493,1.531961415,12.3518,0.076158544,0.548557303,3.047633241,14.6328,0.027678221,0.2438625,2.614311725,0.001685327,0.403728863,21.47145888,205.9403425,1.580673173,33.3846,0.15809373,0.568535235,3.109626049,32.442,BB+
0.044695465,0.058009,0.918934708,0.086168217,0.228121533,86.36068752,10.81360298,1.655630865,-4.4757,0.024398038,3.664278128,2.439216189,21.89,0.040652032,0.0557355,1.042138296,0.087938683,0.235203177,77.59648881,9.573749614,1.730825091,0.311725,0.022296302,3.535890248,2.495723592,19.9825,A
0.011614707,0.085671,7.684140232,0.230873017,0.429124677,667.499314,0.4981428,5.421938194,6.0724,0.016291411,0.576071898,2.236854506,1.6408,0.02129908,0.117267,4.745516938,0.263422378,0.42930447,1165.407968,0.797433715,5.11228955,12.199575,0.067976973,0.737698051,2.229572159,12.0028,BB
0.028607622,0.300648,2.386120965,0.023908524,0.406207115,36.19508605,16.13041878,1.075799722,9.7633,0.136142626,0.521059854,2.751379611,19.1232,0.029594193,0.31191325,2.332714569,0.012207942,0.411359359,37.24384724,386.868916,1.184755484,9.003766667,0.142388978,0.517027451,2.715527905,20.0452,BBB
0.036043317,0.272137,0.566439997,0.051598288,0.321076451,71.15145564,11.45364896,2.888198758,3.7102,0.151135837,0.697268466,2.300855337,24.3896,0.033660334,0.25968625,0.637122099,0.051580642,0.325348884,64.86977542,10.55484726,2.867673559,3.603525,0.117092612,0.681571935,2.346190636,18.8352,A
0.003045864,0.285563,0.548275186,0.109813491,0.144414238,180.7873393,9.46981301,1.479981378,12.0586,0.020199119,0.525902432,1.896862914,2.006,0.021398892,0.32249525,0.487401401,0.10045391,0.145270913,177.4771907,11.80752938,1.442731077,12.3069,0.093396454,0.51801173,1.896880313,9.3007,BBB+
0.027500082,0.231062,2.216012495,0.013459981,0.491088874,23.21799649,23.87137751,1.759214043,20.5419,0.083029613,0.682894315,3.587148797,20.8844,0.028142135,0.2251895,2.252482473,0.01364653,0.492801388,23.34181147,23.7176787,1.721194004,12.791625,0.07967792,0.707311615,3.664674925,21.0451,BB
0.016484585,0.353186,4.123107776,0.018430099,0.407138136,17.06472788,12.29014081,1.075834971,14.0384,0.184038118,0.261109599,4.145205479,20.4012,0.018842662,0.35434225,4.012861705,0.018990865,0.416303454,17.84877304,12.86041367,1.047245827,13.21725,0.218766386,0.277355836,4.652987897,28.7308,BB
0.016980693,0.041536,4.381762646,0.093310505,0.38041405,22.68270829,2.437722254,0.952978056,-1.8988,0.014828048,2.08327518,2.649778107,14.4948,0.019031689,0.04408825,4.084687424,0.107711436,0.378402329,25.09159261,2.365559479,0.946279592,-15.30675,0.017321281,2.135508969,2.647590627,15.8116,BBB
0.049060874,0.372792,2.776759413,0.020408163,0.592124915,27.46982978,17.07862076,1.152741514,0.1757,0.193263571,0.553609414,7.023204069,91.1336,0.044746109,0.31759475,2.98521449,0.016983282,0.58508241,26.43343407,127.6354167,1.267622373,-2.15965,0.127244702,0.595325909,7.009337414,52.5493,BBB
0.031155895,0.435932,3.17133424,0.009845385,0.576172287,24.74916643,31.55454868,1.381496967,3.3517,0.245123339,0.410608828,3.39649653,34.5708,0.02659377,0.41690975,3.470474689,0.008782646,0.576652533,22.66369593,32.75410343,1.367014736,5.07675,0.292396427,0.396413795,3.40600563,41.5704,BB-
0.029213245,0.449698,0.924366172,0.079146416,0.212683374,190.7229816,10.93612867,1.415805243,-12.4895,0.14264214,0.409361929,1.693692754,11.114,0.030685163,0.4432045,0.910280535,0.100699936,0.221463903,181.6047859,8.87773004,1.325041683,-8.798,0.15734403,0.424450733,1.733526239,13.0616,A+
0.034255582,0.18264,-0.925367174,0.165432476,0.089243012,129.0074082,11.46004895,2.001398477,-4.4111,0.06211573,0.926372301,2.020232745,11.542,0.020196218,0.13319825,-1.750714641,0.159888156,0.087702344,67.59152097,9.339792122,2.045204959,-1.428875,0.049916461,0.826297809,1.932395249,7.8387,BBB+
0.012007608,16.64905,0.173920245,0.293720752,11.1583761,-6.038279323,19.55973491,-41.59402075,4.664,0.242403886,3.850429123,113.9413319,5990.97,11.55386385,5.831946,0.380941702,0.988039987,27.32197453,-10.11715044,8.920913483,-13.51260088,836.0003333,0.44844672,93.23982961,40.85768117,3169.412333,A
0.016014824,0.129803,4.65609579,0.137633578,0.513996426,25.5238026,1.504209134,0.657130085,112.6984,-0.017113335,0.819800146,7.845794393,-10.0824,0.021589375,0.144267,5.083412017,0.232977059,0.523581423,22.28065486,1.110515061,0.623402462,37.55353333,0.026765839,0.845106389,7.543500046,18.0497,BBB
0.025953267,0.081918,2.908173462,0.083126314,0.456260172,32.12406738,3.963199117,1.002171371,-7.5769,0.042004562,1.834922111,5.347839602,40.3588,0.041122156,0.115094,1.900864268,0.070382715,0.433438288,45.74340161,7.126668739,1.047248871,5.44435,0.047005788,1.814153398,5.242337092,43.9006,A-
0.047535761,0.20507,0.996895676,0.435151706,0.264892665,93.72758047,1.803104646,0.628601975,16.5032,0.096680089,1.013513232,3.367243918,35.336,0.040768761,0.1822925,1.101531746,0.429878622,0.270051052,75.02490723,1.57534592,0.681205703,5.26725,0.106809627,1.000355682,3.370711599,38.1818,A+
0.022625339,0.169292,1.637088685,0.180447595,0.334437937,24.60449646,1.811123882,2.009915427,-6.8193,0.057079646,0.645622054,2.728796383,10.1492,0.026188656,0.194057,1.573579085,0.160325754,0.337471848,27.13428096,2.37029186,2.097778644,-10.0653,0.086311185,0.638546155,2.719445822,15.1785,BBB-
0.024583172,0.188831,2.182401564,0.047083562,0.424117875,28.35850935,7.984434672,2.2047381,104.3737,0.067046289,0.844358278,2.789314298,15.8688,0.015481333,0.167435,2.885951789,0.024818504,0.440314299,19.30698727,14.93413338,2.54686624,39.7241,0.007040256,0.727701909,2.811026583,2.3363,BBB+
-0.029175695,0.041791,17.59598588,0.000474642,0.381989709,2.581744644,81.80726023,3.287704703,-87.1188,-1.321625953,0.354916992,2.464583497,-100.3436,-0.022703857,0.06801975,9.895493982,0.010167493,0.340582024,5.990247993,27.85569449,3.011530328,-85.70665,-0.833171747,0.400514928,2.273671932,-66.6655,BB
0.013326211,0.075516,7.023919096,0.408445552,0.465735889,156.5620948,0.295607547,1.191564718,32.6814,0.044696745,0.744646952,3.975651728,14.2184,0.014990332,0.11319625,5.014546029,0.403208492,0.456298228,224.9388664,0.435582556,1.178215841,28.843275,0.056619843,0.708049679,4.200288964,17.8117,A-
0.017180284,0.1179,2.154000998,0.353212941,0.216557677,2902.813633,0.967589038,2.616015976,86.7416,0.080703528,0.627750873,1.771058901,8.842,0.021946959,0.130362,1.397500121,0.16879633,0.226742438,3733.046374,4.310841732,3.394787484,30.22835,0.084113762,0.689121405,1.790447689,10.9318,BB+
0.025008984,0.425668,0.948434031,0.111363689,0.27927688,132.1555254,4.958489101,2.032361453,32.4268,0.072325687,0.362290506,1.796706129,4.6692,0.021135455,0.40351975,0.826945561,0.103006143,0.293570964,99.84507816,4.482440616,2.785958527,-6.555375,0.138505856,0.334907069,1.816119194,8.2894,A
0.011767354,0.327917,3.005315467,0.178243232,0.2471963,23.40822892,1.83743181,0.788324961,7.2668,0.177718833,0.246889325,3.93969201,11.5384,0.012074126,0.2772395,3.231375212,0.134034661,0.23789539,21.66099315,2.502682408,0.72697415,-5.86055,0.112687964,0.271360353,3.989805054,10.9447,BBB+
0.078265117,0.242225,0.253181408,0.110337864,0.255710248,125.76322,13.68682088,1.046977061,22.6418,0.140233226,1.594249625,2.432563193,55.2196,0.069997374,0.227826333,0.297847255,0.134835323,0.25182043,192.5105003,11.13621711,1.027805577,13.51643333,0.133125676,1.568071551,2.435261042,50.83986667,A
0.029200067,0.377126,0.957053602,0.055726676,0.206028724,143.8673252,15.79924808,1.380899908,1.4381,0.172210263,0.480995324,2.32376739,19.4208,0.031907937,0.38532775,0.925016419,0.065781556,0.211988404,155.6326852,14.10599493,1.357902584,7.387775,0.139538644,0.494556195,2.381174121,16.6851,A
0.007761007,0.008744,5.746012622,0.397101938,0.248206537,14.81239732,0.353446348,1.423273912,-41.5882,0.002792308,3.984084774,4.398301896,8.2332,0.009994915,0.012314,4.363208347,0.349458517,0.276207124,14.94563207,0.541123502,1.382596174,-3.386875,0.004238372,4.317113097,4.095398693,9.0852,BBB-
0.021010233,0.20303,2.16231666,0.037974684,0.318201611,26.79996,9.657643243,2.292189007,9.3877,0.06969697,0.57478772,2.922685332,13.2812,0.012106726,0.15183825,2.331906072,0.08034422,0.347144935,14.61856286,4.890558727,2.172102903,5.463033333,-0.024314085,0.534175923,3.157989735,-2.0223,BB
0.012513505,0.502347,6.779444891,0.039488092,0.520438329,14.55781102,3.708835737,0.564376706,-4.5212,0.098591549,0.151729214,2.369577449,3.5404,0.011992606,0.485291,6.510046157,0.049370018,0.519618656,13.71359188,4.303512286,0.551561502,-0.105175,0.013445545,0.164882529,2.386703231,0.2971,BBB-
0.034551564,0.276011,2.330954334,0.001746932,0.401222619,25.54432867,239.1064948,1.312543442,54.3857,0.397438046,0.607192479,3.192671087,82.906,0.029109804,0.2343785,2.362843504,0.00164687,0.394341275,20.71630381,221.173983,1.62429581,43.302975,0.166120301,0.612763427,3.077017555,35.0278,BB+
0.004808854,0.119598,9.19756946,0.22523886,0.36639717,23.31906536,0.453203062,2.125470227,17.8072,0.023752364,0.312726259,4.438367749,4.0864,0.007832939,0.14873475,8.863827728,0.222099813,0.378623932,34.19803471,0.581003231,2.055741456,13.0318,0.074933988,0.319180873,4.480961898,11.3378,AA-
0.050322239,0.464339,-0.090078561,0.091843626,0.147071157,510.0369665,22.08493401,1.845746108,19.6317,0.227909853,0.64244725,1.616036238,23.0104,0.040389263,0.41898775,-0.21303118,0.040216157,0.146822609,479.880295,64.98391297,2.208161535,14.880125,0.192755211,0.599916242,1.583685521,18.4565,A+
-0.00815954,0.018431,15.94848421,0.000361925,0.458538474,3.167613478,169.9952567,1.529581363,-70.9237,-0.062233466,1.530674338,49.79889807,-214.7,0.004997784,0.05010825,7.516138801,0.036210091,0.421840047,8.789461059,202.7261634,1.497242473,63.22445,-0.02269472,1.514661553,7.470976573,-214.7,B
-0.009998288,0.504623,1.522976712,0.003644761,0.264481474,44.56745967,110.3660619,1.311626146,-64.7875,-2.397013773,0.210830219,2.094726442,-91.3788,-0.006314497,0.48538275,1.129349437,0.04289829,0.208160395,54.30635926,65.29484569,1.23140105,-45.32765,-0.552790654,0.222353286,1.955351745,-18.7032,BBB
0.022196882,0.182076,1.627885564,0.059129756,0.260254485,40.36496485,7.137165464,1.341275642,-6.1729,0.089166729,0.603222274,2.949417249,17.0992,0.022730184,0.174576,1.575852243,0.096936853,0.245414558,42.70745861,5.399768718,1.295119608,-7.6653,0.127897284,0.639967377,2.931285625,13.7427,A-
-0.008781919,0.318201,5.608349569,0.121327782,0.298343685,33.02219267,1.416585958,0.687086737,-53.1822,-0.139614561,0.161145618,2.260177819,-5.048,-0.009446577,0.301983,5.802728829,0.10563915,0.290414659,30.80570378,1.732001933,0.80331006,-55.22315,-0.068439487,0.168577131,2.205877685,-2.4494,BBB+
-0.000863421,0.063719,629.3631072,0.000646951,0.898356047,0.215192932,2.417723877,1.939032512,-77.8242,-2.592951281,0.022052497,13.20928093,-69.4552,-0.000352332,0.158844,307.4543136,0.001643688,0.862573572,0.671616461,2.684310936,1.931178817,-41.8518,-1.914255814,0.024538468,9.844015655,-42.7393,BB
0.042614198,0.176318,0.964286064,0.348665333,0.252697032,75.4889594,2.136657579,0.697388103,10.0719,0.099312672,1.067694944,3.072089099,34.8428,0.039155512,0.1683155,1.193741164,0.460338828,0.288354056,68.02582414,1.517606897,0.685344927,6.53505,0.097283787,1.053259213,3.379327571,37.1928,A+
0.010887956,0.09194,9.389689132,0.218782533,0.488671936,148.5258066,0.431040215,5.434716033,11.0374,0.06992292,0.501237249,2.47140134,8.8568,0.019003203,0.11995875,5.87011886,0.188182484,0.475603594,162.2960797,0.921481688,6.227930356,22.460925,0.082211405,0.640218704,2.457667784,13.1753,BB
